Company Name,Description,Hot Lead / warm lead / cool lead,Last Contact Date,Sales Rep,Name,Phone,fax / second number / extension,email,Second email,Type
Arlington Oaks Condiminiums,,,,, ,(817) 640-4990,,,,Condo list
Ascension Point Condominiums,,,,,Schulman Lee,(817) 261-2121,,,,Condo list
Ashley Park Town Homes,,,,,Carr Arraina,(972) 423-2789,,,,Condo list
Asset Property Management Inc,,,,,Panther Joanna,(210) 342-1181,,,,Condo list
Association Investor Mgmt Inc,,,,,Hays Darleen,(817) 731-8484,,,,Condo list
Athena Condominium Co-Owners,,,,,Favors Tammy,(214) 363-9843,,,,Condo list
Atlantic Lofts,,,,, ,(361) 289-2779,,,,Condo list
Atrium Regency,,,,, ,(713) 661-7188,,,,Condo list
Austin City Lofts,,,,,Bayes Kaye,(512) 473-8555,,,,Condo list
Austin Square Town Homes,,,,, ,(972) 820-7633,,,,Condo list
Autumn Chase Townhomes Owners,,,,, ,(281) 497-0206,,,,Condo list
Bahja Mar Co-Owners Assn,,,,,Martinez Rosa,(956) 761-9443,,,,Condo list
Barcelona Condominiums,,,,,Walden Lawson,(210) 826-2000,,,,Condo list
Barclay Homeowners Assn,,,,,Lopez Orlando,(713) 666-1234,,,,Condo list
Barrington Condominiums,,,,, ,(210) 655-1492,,,,Condo list
Barton Hollow Condominiums,,,,, ,(512) 347-7782,,,,Condo list
Barton Place Condominiums,,,,,Brennan Tylere,(512) 236-0115,,,,Condo list
Bassett Town Homes Condos,,,,, ,(915) 772-8033,,,,Condo list
Baxter House,,,,, ,(713) 782-9898,,,,Condo list
Bay Breeze Condominiums,,,,,Pawkett Joan,(956) 761-7281,,,,Condo list
Bay Tree Condominium Rental,,,,,Bowman Diane,(361) 749-5859,,,,Condo list
Baybrook Condominium Assn,,,,, ,(281) 486-9325,,,,Condo list
Bayhouse Condo's,,,,, ,(361) 790-7165,,,,Condo list
Bayou Bend Towers Condominium,,,,,Boocker Lee,(713) 862-3232,,,,Condo list
Bayou Lofts Condominium Assn,,,,,Crawford Holly,(713) 225-0386,,,,Condo list
Bayou West Condominiums,,,,, ,(713) 981-8557,,,,Condo list
Bayou Woods Condominiums Mngmn,,,,,Hernandez Linda,(713) 681-6162,,,,Condo list
Baywind 1 Condominiums,,,,,Shivers Diana,(281) 488-9018,,,,Condo list
Beach Condos At Tres Palmas,,,,, ,(432) 333-2546,,,,Condo list
Beach House Vacation Rentals,,,,,Gonzalez Michael,(956) 761-8750,,,,Condo list
Beachgate Condos Suites-Motel,,,,, ,(361) 749-5900,,,,Condo list
Beachhead Condominiums,,,,,Hein Cynthia,(361) 749-6261,,,,Condo list
Beacon Place Townhome Assn,,,,, ,(713) 974-0226,,,,Condo list
Beacons Field Condominiums,,,,,Feod Jerry,(713) 659-2132,,,,Condo list
Bella Terra Condos,,,,,Madden Rod,(512) 837-0004,,,,Condo list
Belvedere Home Owners,,,,, ,(214) 220-2860,,,,Condo list
Beverly On Turtle Creek,,,,, ,(214) 522-5890,,,,Condo list
Bluffs At Balcones Condo,,,,,Ziehe Ryan,(512) 343-6533,,,,Condo list
Bonaventure Building Mgmt,,,,, ,(972) 503-5200,,,,Condo list
Bowser Condominium Assoc Gate,,,,, ,(214) 526-5305,,,,Condo list
BPMI,,,,,Bender Gina,(214) 378-1112,,,,Condo list
Braewood Townhome Assn,,,,, ,(281) 495-8479,,,,Condo list
Brant Rock Condominiums,,,,, ,(281) 558-5434,,,,Condo list
Brazos Place,,,,, ,(512) 477-1361,,,,Condo list
Breakers,,,,,Strauss Nancy,(361) 883-7433,,,,Condo list
Breakers,,,,,Brumit Amy,(409) 740-0588,,,,Condo list
Breakers Plaza Condos,,,,, ,(956) 761-4208,,,,Condo list
Breckenridge Condos,,,,,Singhal Subash,(817) 860-2585,,,,Condo list
Brentwood Condominiums,,,,,Brown Marion,(713) 665-7986,,,,Condo list
Briargate Townhouse Homeowner,,,,,Johnson Otis,(281) 437-5050,,,,Condo list
Briargreen Condominiums,,,,, ,(713) 790-9541,,,,Condo list
Briarplace Council Co-Owners,,,,,Cannon Susan,(713) 960-1846,,,,Condo list
Briarwest Townhouse Condo Assn,,,,,Green Virginia,(713) 785-8006,,,,Condo list
Bridge On The Park-Condo Assn,,,,,Wissler Amy,(512) 499-8742,,,,Condo list
Bridgepoint Condominiums,,,,,Alcocer Maria,(956) 761-7969,,,,Condo list
Bridgeview Condominiums,,,,,Olson Charles,(956) 943-2705,,,,Condo list
Bristol Concierge,,,,,Ales J,(713) 961-9732,,,,Condo list
Bristol Condominiums,,,,,Dropek Stephanie,(713) 840-9344,,,,Condo list
Broadmoor Place Apartments,,,,,Marin Jeannette,(972) 257-0928,,,,Condo list
Broadway Tower Assn Inc,,,,,Reddell Mike,(210) 930-4242,,,,Condo list
Brookplace One Assn,,,,, ,(806) 355-4802,,,,Condo list
Brownstone,,,,,Johnston Stephanie,(817) 268-5100,,,,Condo list
Bryan Place Condos,,,,, ,(214) 824-8656,,,,Condo list
Bryan Place V Condominiums,,,,, ,(214) 824-3449,,,,Condo list
BTOA Inc,,,,,Bourque Claudette,(713) 941-6746,,,,Condo list
Bunny Bend Condominiums,,,,, ,(512) 328-6407,,,,Condo list
Burgundy Condominiums,,,,,Keen Betty,(972) 484-2033,,,,Condo list
By The Sea Condominiums,,,,, ,(409) 744-5295,,,,Condo list
By The Sea Rental Assn,,,,, ,(409) 744-5295,,,,Condo list
C-H Council Of Co-Owners Inc,,,,, ,(361) 884-9901,,,,Condo list
Calais Villas Condominiums Hoa,,,,,Peden Kathy,(210) 349-9968,,,,Condo list
Cambridge Apartments,,,,,Freebrian Scott,(972) 613-0007,,,,Condo list
Cambridge Tower,,,,,Smith Barry,(512) 478-7218,,,,Condo list
Camden Court Condominiums,,,,, ,(713) 729-1585,,,,Condo list
Camp Street Residences,,,,,Ware Brandi,(210) 320-9445,,,,Condo list
Campton At Post Oak,,,,,Feld Jerry,(713) 993-9350,,,,Condo list
Canyon Lake Villas Condos Inc,,,,, ,(830) 935-2275,,,,Condo list
Capistrano Condominiums,,,,,Smith Kris,(210) 492-3045,,,,Condo list
Carlyle High Rise Condominiums,,,,, ,(210) 828-5759,,,,Condo list
Casa Condominiums,,,,, ,(361) 749-6942,,,,Condo list
Casa Del Mar,,,,,Maxson Kelsey,(409) 740-1245,,,,Condo list
Casa Del Mar Beachfront Suites,,,,,Elliott Theresa,(409) 740-2431,,,,Condo list
Castaways Condominiums,,,,,Rosas Raphael,(956) 761-1903,,,,Condo list
Catalina Condominiums,,,,,Vargas Ramon,(361) 852-3261,,,,Condo list
Cedar Mills Condo,,,,, ,(713) 771-0338,,,,Condo list
Cedar Terrace Condos,,,,,Dawson Bonnie,(830) 899-7375,,,,Condo list
Ceniza Condominiums,,,,, ,(512) 448-4900,,,,Condo list
Centennial Condominium,,,,, ,(512) 391-0347,,,,Condo list
Centre Square I Condominiums,,,,,Carlson Greg,(972) 234-0661,,,,Condo list
Centron Condominiums,,,,,Powell Barbara,(972) 530-0062,,,,Condo list
Channel View Condo Rentals,,,,, ,(361) 749-6649,,,,Condo list
Charter Oaks Village Condo,,,,, ,(210) 691-2119,,,,Condo list
Chartwell Condominiums,,,,, ,(210) 877-9902,,,,Condo list
Chateau Dijon,,,,, ,(210) 824-6308,,,,Condo list
Chelsea Park Townhouses,,,,,Applequist Chris,(817) 265-1000,,,,Condo list
Chelsea Row Condominiums,,,,, ,(281) 561-8100,,,,Condo list
Cherbourg Square Condominiums,,,,,Cantu Katie,(210) 828-5277,,,,Condo list
Cimarron Court Home Owners,,,,,Filer Paula,(972) 248-8249,,,,Condo list
City Place Townhouses,,,,, ,(713) 795-0434,,,,Condo list
Claridge Assn,,,,,Black Shirley,(214) 522-3600,,,,Condo list
Clearlake Condos,,,,, ,(281) 282-0002,,,,Condo list
Cliffbrook Condominiums,,,,,Perez Jennifer,(972) 392-9866,,,,Condo list
Cliffs Condos,,,,, ,(940) 779-3625,,,,Condo list
Cline's Landing Condominiums,,,,,Mack Bea,(361) 749-5274,,,,Condo list
Coast House,,,,,Watson Nathan,(817) 563-9270,,,,Condo list
Coast House,,,,, ,(361) 749-1770,,,,Condo list
Colony Square Condominiums,,,,,Fuentes Maria,(214) 904-9377,,,,Condo list
Commerce Towers,,,,,Chooz Rhonder,(713) 650-3900,,,,Condo list
Compass Condominium,,,,, ,(361) 949-2999,,,,Condo list
Condo Marketplace,,,,, ,(214) 521-0999,,,,Condo list
Condominium Consulting Mgmt,,,,, ,(361) 749-4488,,,,Condo list
Condominiums,,,,, ,(713) 654-8058,,,,Condo list
Condominiums Sapphire,,,,, ,(956) 433-5458,,,,Condo list
Condos On The Beach At A Hotel,,,,,Gilbertson Joann,(361) 834-1481,,,,Condo list
Considine Investments LP,,,,,Considine Brenda,(972) 475-1902,,,,Condo list
Considine Properties,,,,, ,(972) 475-1902,,,,Condo list
Corners Of Inwood,,,,, ,(281) 931-0190,,,,Condo list
Country Club II,,,,, ,(956) 686-6041,,,,Condo list
Country Hollow Condominiums,,,,,Juarez Raul,(210) 496-0406,,,,Condo list
Court At Museums Gate,,,,, ,(713) 522-3494,,,,Condo list
Courtyard,,,,,Meyer Brigitte,(361) 749-5243,,,,Condo list
Covered Bridge Condominiums,,,,, ,(713) 680-9687,,,,Condo list
Creek Bend Condominiums,,,,, ,(972) 669-0103,,,,Condo list
Creekview Apartments,,,,,Mendoza Esmeralda,(972) 458-8138,,,,Condo list
Crescent Estates Custom Homes,,,,, ,(940) 321-0036,,,,Condo list
Crestpark Condos,,,,,Zack Paul,(214) 526-7421,,,,Condo list
Crown Colony Club Villas,,,,, ,(936) 637-8888,,,,Condo list
Crown Colony Villa Management,,,,,Skelton Earlene,(936) 632-9560,,,,Condo list
Crown Ridge Town Houses Assn,,,,, ,(210) 653-4447,,,,Condo list
Danbury Condominiums,,,,,Vernberry Ron,(214) 363-4888,,,,Condo list
Dawson Realty,,,,,Dawson Bonnie,(830) 899-3699,,,,Condo list
De Floridian Condominiums,,,,, ,(956) 568-4642,,,,Condo list
Deer Cross Apartments,,,,,Sowell Jeannie,(936) 639-2599,,,,Condo list
Deerchase Homeowners Assn,,,,, ,(972) 709-9414,,,,Condo list
Del Estrado Townhouses,,,,,Benavides Felix,(806) 795-7142,,,,Condo list
Dennis D Duniven Realtors,,,,,Duniven Dennis D,(972) 247-0077,,,,Condo list
Devon Shire Condominiums,,,,, ,(210) 764-2401,,,,Condo list
Devonshire Condominium Hoa,,,,,Lesley Jean,(210) 493-1208,,,,Condo list
Diamond Beach,,,,,Terry Martie,(409) 744-3020,,,,Condo list
Dijon North Condominium Assn,,,,, ,(210) 828-4439,,,,Condo list
Dottie Marlin Properties,,,,,Marlin Dottie,(713) 840-7070,,,,Condo list
Dove Cove Condominiums,,,,,Baker Lloyd,(409) 938-8786,,,,Condo list
Dow Medical Office Park,,,,, ,(281) 837-2288,,,,Condo list
Downtown Dwellings,,,,,Campos Lorie,(210) 212-6900,,,,Condo list
DOWNTOWNAUSTINCONDOS.COM,,,,,Kohl Josh,(512) 342-1069,,,,Condo list
Dunes Condominium,,,,,Baker Bud,(361) 749-5155,,,,Condo list
Eagle Centre Lofts,,,,,Tidmore Jeffrey,(806) 372-9160,,,,Condo list
Easton Condo Owners Assn,,,,,Cash Wanda,(214) 520-6664,,,,Condo list
Edgewick Condominiums,,,,, ,(512) 814-0015,,,,Condo list
Edith M Ryan Real Estate,,,,,Ryan Edith M,(972) 929-7300,,,,Condo list
Eighteenth At Walden,,,,, ,(936) 582-0474,,,,Condo list
Eighty-One Eighty-One Douglas,,,,, ,(214) 265-9842,,,,Condo list
El Constante Condominiums,,,,,Murray Judy,(361) 949-7088,,,,Condo list
El Cortez Villas Condominium,,,,, ,(361) 749-6206,,,,Condo list
El Dorado Trace,,,,, ,(281) 488-2143,,,,Condo list
El Dorado Way,,,,,Bonar Sandi,(281) 488-8376,,,,Condo list
Endeavour,,,,,Parsley Robin,(281) 326-1100,,,,Condo list
English Village,,,,,Chan Charlie,(972) 271-9227,,,,Condo list
Escape Condo 2,,,,, ,(956) 772-1988,,,,Condo list
Everwood Apartments,,,,,Benatic Tema,(214) 349-1801,,,,Condo list
Exceisor Condos,,,,,Uskovich Ubi,(409) 765-5555,,,,Condo list
Exchange Watters Condominium,,,,, ,(214) 383-5272,,,,Condo list
Executive House,,,,,Garcia Abram,(361) 882-6861,,,,Condo list
Executive Keys,,,,,Weisenburger Ann,(361) 749-6272,,,,Condo list
Executive Townhomes,,,,, ,(512) 392-6706,,,,Condo list
Fairmont Condominiums,,,,,Rose C,(915) 533-6908,,,,Condo list
Fairway Port Inc,,,,,Otis Kay,(281) 328-7231,,,,Condo list
Fairway Villas,,,,,Lerma Angelita,(361) 949-7021,,,,Condo list
Fielder Crossing Condominiums,,,,,Wright Ashley,(817) 265-3668,,,,Condo list
Fifty Fifty Woodway,,,,, ,(713) 621-0884,,,,Condo list
Flagstone Terrace Condominiums,,,,, ,(512) 416-8860,,,,Condo list
Floridian Condominium,,,,, ,(956) 796-0354,,,,Condo list
Forest Park Apartments,,,,, ,(817) 540-2614,,,,Condo list
Forest Ridge Ofc Condominiums,,,,, ,(281) 292-2328,,,,Condo list
Forty-Six Hundred,,,,,Hale Phil,(361) 854-3179,,,,Condo list
Fountain Plaza Condominiums,,,,, ,(915) 542-0236,,,,Condo list
Fountaingate,,,,, ,(281) 495-6691,,,,Condo list
Four Seasons On The Gulf,,,,,Swanson Dee,(409) 763-7138,,,,Condo list
Four Thousand One,,,,,Hodges Clair,(210) 828-6388,,,,Condo list
Four-Leaf Towers,,,,,Tirado Ray,(713) 552-1000,,,,Condo list
Fourteen Hundred Hermann Condo,,,,,Harris Becky,(713) 524-1811,,,,Condo list
Fox Fire Council Of Co-Owners,,,,,Padilla Toni,(361) 992-3955,,,,Condo list
Fox Hollow Condominiums,,,,, ,(512) 257-8492,,,,Condo list
Franke Inc Realtors,,,,,Franke Dennis,(956) 761-2606,,,,Condo list
Galleon Bay Condominium Share,,,,, ,(956) 761-7808,,,,Condo list
Galleria North Condo Tower,,,,, ,(972) 392-5155,,,,Condo list
Galvestonian Condominium Assn,,,,,Watts Lee,(409) 765-6161,,,,Condo list
Gardens Everhart Council,,,,, ,(361) 991-1182,,,,Condo list
Gardens Lakeside HOA,,,,, ,(361) 729-3282,,,,Condo list
Georgetown Homeowners Assoc,,,,, ,(713) 932-8870,,,,Condo list
Georgian Condominiums,,,,,Coleman Chuck,(210) 822-6105,,,,Condo list
Georgian Westside Town Homes,,,,, ,(281) 496-2530,,,,Condo list
Gilbert Street Condominiums,,,,, ,(214) 526-8954,,,,Condo list
Glen Woodway Townhomes,,,,, ,(713) 464-8243,,,,Condo list
Gold Crest Condominiums,,,,,Fuller Linda,(214) 528-5643,,,,Condo list
Golf Green Condominiums,,,,, ,(713) 777-2022,,,,Condo list
Great Hills Village Condo,,,,, ,(512) 795-9719,,,,Condo list
Greenway Hi-Rise Condominiums,,,,, ,(713) 623-8281,,,,Condo list
Greenway Patio Townhouses,,,,, ,(940) 387-8741,,,,Condo list
Greenwood Towers Condominiums,,,,, ,(512) 476-9710,,,,Condo list
Grovewood Condominiums,,,,, ,(713) 787-9406,,,,Condo list
Guadalupe River Condominums,,,,, ,(830) 895-1722,,,,Condo list
Gulf Shores Condominium,,,,,Cox Cindy,(361) 749-6257,,,,Condo list
Gulf View 1 Condominiums,,,,,Camacho Laura,(956) 761-5910,,,,Condo list
Gulfpoint Condominiums,,,,,Chacon Carlos,(956) 761-5611,,,,Condo list
Gulfstream Condominium,,,,, ,(361) 949-8061,,,,Condo list
Hamilton Commons At Cumberland,,,,,Mecayek Sam,(903) 939-2206,,,,Condo list
Hamilton Commons Condominiums,,,,, ,(903) 561-6000,,,,Condo list
Harborside Condominiums Owners,,,,, ,(409) 621-2065,,,,Condo list
Harmony Hills HOA,,,,,Anderson Jeff,(210) 342-2277,,,,Condo list
Hearthwood I Assn,,,,, ,(713) 664-4059,,,,Condo list
Heather Condominiums,,,,,Sanderson Linda,(210) 653-7305,,,,Condo list
Heritage Texas Properties,,,,,Wood Candi,(713) 782-8400,,,,Condo list
Hidden Bend Townhomes,,,,, ,(972) 385-7922,,,,Condo list
Hidden Hollow Townhomes Assn,,,,, ,(713) 465-0008,,,,Condo list
Hidden Oaks Condominium,,,,, ,(361) 729-0199,,,,Condo list
Hideout On The Horseshoe,,,,,Korith Will,(830) 964-4540,,,,Condo list
High Street Rainey LP,,,,,Jeffers Patrick,(512) 472-5253,,,,Condo list
Highland Gates On KATY Trail,,,,, ,(214) 520-3209,,,,Condo list
Highland Place Condominium,,,,, ,(214) 357-1815,,,,Condo list
Highlander Condominiums,,,,, ,(214) 389-0792,,,,Condo list
Highlander Of Kerrville,,,,, ,(830) 896-7676,,,,Condo list
Hillcrest Villa Inc,,,,,Gosseaux Charlotte,(972) 387-1414,,,,Condo list
Homeowners Association,,,,, ,(713) 667-7575,,,,Condo list
Houstonian Estates Condominium,,,,,Horn Doug,(713) 680-1211,,,,Condo list
Hudson Oaks Security,,,,,Reid W K,(713) 780-9033,,,,Condo list
Hunter's Point,,,,,Deopaolo Jody,(281) 531-8888,,,,Condo list
Huntingdon Council,,,,,Kolodzie Terri,(713) 528-7300,,,,Condo list
Huntington Village Townhome,,,,, ,(281) 564-1607,,,,Condo list
Ilume,,,,,Baldwin Ryan,(214) 520-0588,,,,Condo list
Imperial Condominiums,,,,, ,(512) 345-5104,,,,Condo list
Indian Creek Condominiums,,,,, ,(817) 731-2134,,,,Condo list
Intco Properties,,,,, ,(972) 644-0583,,,,Condo list
International Condominium,,,,,Crouch Jeff,(936) 582-1470,,,,Condo list
Inverness At South Padre Condo,,,,,Leach Phillip,(956) 547-9957,,,,Condo list
Inverness II Condo Assn Inc,,,,, ,(936) 582-1012,,,,Condo list
Inwood Manor,,,,,Peterson Mark,(713) 622-6044,,,,Condo list
Isla Grand Beach Resort,,,,,Donahue Bill,(956) 761-6511,,,,Condo list
Island Condos,,,,,Bryant Elizabeth,(254) 754-4434,,,,Condo list
Island Dunes Condominiums,,,,,Hill Kim,(361) 749-4923,,,,Condo list
Island House Condominiums,,,,, ,(361) 949-8166,,,,Condo list
Island Rentals,,,,, ,(956) 245-8498,,,,Condo list
Island Retreat,,,,,Arringa Selina,(361) 749-6222,,,,Condo list
Island Services,,,,,Pinkerton Robert,(956) 761-6418,,,,Condo list
Islander East Condominiums,,,,,Jackson Blake,(409) 765-9301,,,,Condo list
K & S Properties,,,,,Monroe Lisa,(254) 755-7255,,,,Condo list
"Kelly, Michael",,,,,Kelly Michael,(214) 871-1110,,,,Condo list
Kontiki Beach Resort Cndmnms,,,,, ,(361) 729-2318,,,,Condo list
LA Costa Villas,,,,, ,(972) 980-9614,,,,Condo list
LA Internacional,,,,,Pinkerton Bob,(956) 761-1306,,,,Condo list
LA Isla South Padre Residences,,,,,Robinson Peggy,(956) 761-9922,,,,Condo list
LA Mirage Condominiums,,,,,Pizana Sheila,(361) 749-6030,,,,Condo list
LA Normandie Condominiums,,,,, ,(210) 616-9716,,,,Condo list
LA Plaza Condominiums,,,,,Trevino June,(956) 542-3583,,,,Condo list
LA Tour Condominiums,,,,,Andrews Sharon,(214) 871-1930,,,,Condo list
LA Tour Condominiums Mgmt,,,,,Del Pozo Judy,(806) 355-2371,,,,Condo list
Lachoncha Condominium Assoc,,,,, ,(956) 761-6900,,,,Condo list
Lafayette Place,,,,,Chesterman Eula,(210) 340-4112,,,,Condo list
Laguna Bay Condominiums,,,,, ,(956) 761-1523,,,,Condo list
Laguna Bay Condominiums,,,,, ,(956) 761-1031,,,,Condo list
Lake Shores Apartments,,,,,King Judy,(817) 573-3381,,,,Condo list
Lakes Of Bent Tree HOA,,,,, ,(972) 248-2351,,,,Condo list
Lakeside Green Condominiums,,,,,Eastes Matthew,(713) 242-1679,,,,Condo list
Lakeway Resort & Spa,,,,,Swanger William,(512) 261-6600,,,,Condo list
Lakewood Village,,,,, ,(361) 992-5221,,,,Condo list
Lamar Tower,,,,,Follmer Tammy,(713) 622-3103,,,,Condo list
Lamplighter Apartments,,,,, ,(361) 992-2075,,,,Condo list
Landmark Condominiums,,,,,Wondolowski Stan,(361) 853-4964,,,,Condo list
Las Brisas,,,,, ,(361) 883-4371,,,,Condo list
Las Brisas Condominium,,,,,Lee Sherman,(956) 761-5111,,,,Condo list
Las Brisas Hills Condominiums,,,,,Clark Mike,(972) 255-1835,,,,Condo list
Las Colinas,,,,, ,(432) 697-8770,,,,Condo list
Las Dunas Condominiums,,,,, ,(956) 772-1258,,,,Condo list
Las Olas Condominiums,,,,, ,(956) 772-1229,,,,Condo list
Las Sombras Condominiums,,,,,Walker Courtney,(210) 653-2849,,,,Condo list
Las Ventanas Condominiums,,,,, ,(956) 761-4564,,,,Condo list
Las Verandas,,,,, ,(956) 772-1058,,,,Condo list
Latitude 26 Vacation Rentals,,,,,Athanis Robin,(956) 761-9926,,,,Condo list
Leawood Condominiums Hm Owners,,,,,Sloan Marilyn,(281) 879-9908,,,,Condo list
Leisure Estates,,,,, ,(432) 682-5622,,,,Condo list
Les Chateaux Condominiums,,,,,Moore Terry,(214) 521-2331,,,,Condo list
Les Chateaux Townhomes,,,,, ,(210) 930-3800,,,,Condo list
Life In Paradise,,,,,Dore Martha,(361) 749-7206,,,,Condo list
Lindenshire Condominiums,,,,, ,(972) 404-9100,,,,Condo list
Live Oak Condo,,,,, ,(214) 887-1430,,,,Condo list
Lodge Condominiums,,,,,Foster Glen,(940) 575-2252,,,,Condo list
Lofts On Post Oak,,,,,Pulscher Stephaine,(713) 621-5316,,,,Condo list
Lofts Owners' Assn,,,,,Whittington Farrell Ann,(214) 369-8406,,,,Condo list
M Ramirez Condo,,,,, ,(713) 636-9009,,,,Condo list
Magnolia Manor Townhomes,,,,,Sage Brenda,(979) 345-2330,,,,Condo list
Malaga Condominium Owners Assn,,,,, ,(512) 346-9586,,,,Condo list
Manhattan Condominiums,,,,,Martin Ashley,(713) 439-0230,,,,Condo list
Maravilla Owners Assn,,,,, ,(409) 744-2244,,,,Condo list
Maravilla Resort Rental,,,,,Maxson Kelsey,(409) 740-1245,,,,Condo list
Marina Del Sol,,,,,Read Hank,(361) 887-6963,,,,Condo list
Mariner's Cay Marina Condos,,,,, ,(361) 949-7037,,,,Condo list
Marisol Apartments,,,,,Gonzalez Celia,(956) 761-1193,,,,Condo list
Mark Condominiums,,,,,Caperton Gail,(713) 888-0198,,,,Condo list
Mary K Property Management,,,,,Pennington Mary K,(903) 454-6670,,,,Condo list
Mayan Princess Condominium,,,,,Polasek Courtney,(361) 749-5183,,,,Condo list
Mayfair Condo Assn,,,,,Say Anne,(214) 526-2925,,,,Condo list
Mc Kinney Avenue Lofts Cndmnms,,,,,Williams Cynthia,(214) 953-2220,,,,Condo list
Meadow Chase Condominium Assn,,,,,Randolp Smith,(281) 983-9118,,,,Condo list
Meadow Creek Village Residents,,,,, ,(972) 270-7787,,,,Condo list
Meadows Condominiums,,,,, ,(512) 389-1004,,,,Condo list
Meadows Condominiums,,,,, ,(972) 570-7732,,,,Condo list
Memorial Condominiums,,,,, ,(713) 957-5055,,,,Condo list
Memorial Drive Townhouses,,,,, ,(713) 464-6600,,,,Condo list
Mercer Condominiums,,,,,Williams Jackie,(713) 623-2733,,,,Condo list
Mercer Square Condominiums,,,,, ,(214) 954-6493,,,,Condo list
Mid Lane Townhome Condo Assn,,,,, ,(713) 621-4128,,,,Condo list
Midtown Edge LLC,,,,,Tuschman John,(713) 706-4000,,,,Condo list
Mockingbird Condominium,,,,, ,(210) 340-8970,,,,Condo list
Montreal Place,,,,,Seal Rosette,(713) 795-4712,,,,Condo list
Moon Caye Hoa,,,,, ,(281) 334-3283,,,,Condo list
Morrow Green Owners Assn,,,,,Creber Clark,(817) 267-7101,,,,Condo list
Mosaic Sales Ctr,,,,,Cervone Tom,(713) 533-9400,,,,Condo list
Museum Place Condominiums,,,,, ,(817) 332-4447,,,,Condo list
Mustang Island Beach Club,,,,,Connor Gayle,(361) 749-5446,,,,Condo list
Mustang Towers,,,,,Briones Sheryl,(361) 749-6212,,,,Condo list
Neil P Anderson Building,,,,,Foster Susan,(817) 333-6084,,,,Condo list
New Leaf Brookglade Condo Assn,,,,, ,(281) 561-7945,,,,Condo list
Newcastle Home Owners Assn,,,,, ,(713) 871-9036,,,,Condo list
Newton Street Sales Office,,,,, ,(214) 559-9840,,,,Condo list
Nob Oaks Condominium,,,,, ,(214) 341-8664,,,,Condo list
Nokonah Building,,,,,Marks Jeanne,(512) 476-4300,,,,Condo list
North Creek Condominiums,,,,,Molina Alex,(972) 234-8031,,,,Condo list
North Village Green Home Assn,,,,,Green Geoff,(281) 448-8356,,,,Condo list
Northern Hills Country Village,,,,, ,(210) 599-9430,,,,Condo list
Northpark Garden Townhouses,,,,,De Carlucci Augie,(214) 368-8305,,,,Condo list
Northview Tower High-Rise,,,,,Cantrell Deanna,(210) 341-3301,,,,Condo list
